checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,job,class
2,2,3,4795.0,1,1,3,30.0,3,1
1,2,3,3416.0,1,2,0,27.0,3,1
1,2,4,2462.0,1,2,0,22.0,2,0
0,0,4,2288.0,1,1,3,23.0,2,1
2,3,7,3566.0,2,3,0,30.0,2,1
1,0,9,860.0,1,4,3,39.0,2,1
0,0,9,682.0,2,3,3,51.0,2,1
1,0,4,5371.0,1,2,0,28.0,2,1
0,0,3,1582.0,4,4,0,46.0,2,1
0,2,3,1346.0,2,4,0,42.0,2,1
0,2,3,1924.0,1,2,0,38.0,2,1
3,2,3,5848.0,1,2,0,24.0,2,1
2,0,8,7758.0,4,4,3,29.0,2,1
2,1,7,6967.0,2,3,0,36.0,3,1
1,2,4,1282.0,1,2,3,20.0,2,0
1,0,1,1288.0,2,4,0,48.0,2,1
1,3,5,339.0,1,4,1,45.0,1,1
2,2,9,3512.0,2,3,0,38.0,2,1
0,0,3,1898.0,0,2,0,34.0,1,1
0,0,3,2872.0,2,4,0,36.0,2,1
0,0,9,1055.0,1,1,3,30.0,2,1
0,2,2,1262.0,3,3,0,36.0,2,1
2,2,9,7308.0,1,0,0,70.0,3,1
0,2,9,909.0,3,4,0,36.0,2,1
0,2,4,2978.0,3,2,0,32.0,2,1
1,2,4,1131.0,1,0,3,33.0,2,0
2,2,4,1577.0,4,1,3,20.0,2,1
0,2,4,3972.0,1,3,3,25.0,2,1
2,0,7,1935.0,1,4,2,31.0,2,0
1,4,9,950.0,1,4,0,33.0,2,0
0,2,4,763.0,1,2,3,26.0,2,1
2,1,4,2064.0,1,0,3,34.0,3,0
2,2,3,1414.0,1,2,0,33,2,1
1,1,6,3414.0,1,1,0,26.0,2,0
0,3,8,7485.0,0,0,3,53.0,3,0
1,2,4,2577.0,1,2,2,42.0,2,1
1,0,3,338.0,3,4,0,52.0,2,1
0,2,3,1963.0,1,3,0,31.0,3,1
1,0,9,571.0,1,4,0,65.0,2,1
0,1,7,9572.0,1,1,2,28.0,2,0
2,1,7,4455.0,1,2,2,30.0,3,0
1,3,9,1647.0,0,2,0,40.0,1,0
0,0,4,3777.0,4,2,0,50.0,2,1
2,0,9,884.0,1,4,0,36.0,2,0
0,0,3,1360.0,1,2,0,31.0,2,1
2,3,8,5129.0,1,4,3,74.0,3,0
2,0,9,1175.0,1,0,0,68.0,0,1
1,2,3,674.0,2,3,1,20.0,2,0
2,4,4,3244.0,1,2,3,33.0,2,1
0,2,7,4591.0,4,2,0,54.0,3,0
2,4,7,3844.0,2,3,0,34,1,0
2,2,7,3915.0,1,2,0,36.0,2,0
0,2,3,2108.0,1,3,1,29.0,2,1
2,2,3,3031.0,2,2,0,21.0,2,0
2,0,6,1501.0,1,4,3,34.0,3,0
0,0,3,1382.0,1,2,3,28.0,2,1
2,2,4,951.0,2,1,3,27.0,2,0
2,2,8,2760.0,0,4,0,36.0,2,1
2,1,4,4297.0,1,4,2,40.0,3,0
0,0,6,936.0,3,4,0,52.0,2,1
1,2,9,1168.0,1,2,1,27.0,1,1
0,1,7,5117.0,1,3,0,26.0,2,1
1,2,5,902.0,1,3,1,21.0,2,0
0,0,9,1495.0,1,4,0,38.0,1,1
1,0,8,10623.0,1,4,0,38.0,3,1
0,0,4,1935.0,1,4,0,43.0,2,1
2,0,2,1424.0,1,3,0,26.0,2,1
1,2,7,6568.0,1,2,1,21.0,1,1
0,2,8,1413.0,4,3,0,55.0,2,1
0,0,3,3074.0,0,2,0,33.0,2,1
0,2,3,3835.0,0,4,3,45.0,1,1
1,4,7,5293.0,1,0,0,50.0,2,0
3,1,7,1908.0,1,4,0,66.0,3,0
0,0,3,3342.0,0,4,0,51.0,2,1
2,0,5,932.0,0,3,3,39.0,1,1
1,4,7,3104.0,1,3,0,31.0,2,1
3,2,3,3913.0,1,2,0,23.0,2,1
1,2,4,3021.0,1,2,2,24.0,1,1
0,2,9,1364.0,1,2,3,64.0,2,1
2,2,3,625.0,1,1,1,26.0,1,1
1,2,6,1200.0,0,2,3,23.0,2,1
0,2,3,707.0,1,2,0,30.0,2,1
0,1,7,2978.0,0,2,0,32.0,2,1
0,2,8,4657.0,1,2,0,30.0,2,1
0,4,1,2613.0,1,2,0,27.0,2,1
2,2,3,10961.0,4,3,0,27.0,2,0
1,2,4,7865.0,1,4,0,53.0,3,0
0,2,3,1478.0,1,3,0,22.0,2,0
1,2,4,3149.0,1,1,0,22.0,2,1
3,2,3,4210.0,1,2,0,26.0,2,0
0,2,9,2507.0,3,4,0,51.0,1,1
0,2,3,2141.0,2,3,0,35,2,1
2,2,3,866.0,1,2,1,25.0,1,1
0,0,3,1544.0,1,3,0,42.0,1,1
1,2,3,1823.0,1,0,0,30.0,3,0
2,2,9,14555.0,0,0,0,23.0,0,0
2,2,7,2767.0,2,4,2,61.0,1,0
0,0,3,1291.0,1,2,3,35.0,2,1
1,2,3,2522.0,1,4,0,39.0,2,1
1,2,9,915.0,0,4,3,29.0,2,0
0,2,3,1595.0,1,3,0,51.0,2,1
1,4,8,4605.0,1,4,0,24.0,2,0
0,0,7,1185.0,1,2,3,27.0,2,1
0,3,5,3447.0,3,2,3,35.0,1,1
0,2,7,1258.0,1,3,0,25.0,2,1
0,0,3,717.0,1,4,0,52.0,2,1
0,4,9,1204.0,2,2,0,35.0,2,1
3,2,4,1925.0,1,2,0,26.0,2,1
0,2,3,433.0,1,0,3,22.0,2,0
1,0,9,666.0,4,3,3,39.0,1,1
3,2,4,2251.0,1,2,3,46.0,1,1
2,2,9,2150.0,1,2,3,24.0,2,0
0,1,4,4151.0,2,2,0,35.0,2,1
2,2,4,2030.0,0,3,0,24.0,2,1
2,1,3,7418.0,0,2,0,27.0,1,1
0,0,3,2684.0,1,2,0,35.0,1,1
1,3,3,2149.0,1,2,2,29.0,2,0
0,2,8,3812.0,2,1,3,23.0,2,1
0,0,3,1154.0,2,0,3,57.0,1,1
1,2,4,1657.0,1,2,0,27.0,2,1
1,2,3,1603.0,1,4,3,55.0,2,1
1,0,9,5302.0,1,4,0,36.0,3,1
0,0,6,2748.0,1,4,3,57.0,1,1
0,0,9,1231.0,1,4,0,32.0,1,1
2,2,3,802.0,1,4,0,37.0,2,0
0,0,7,6304.0,0,4,0,36.0,2,1
0,2,3,1533.0,1,1,3,38.0,2,1
1,2,9,8978.0,1,4,2,45.0,3,0
0,2,3,999.0,0,4,0,25.0,2,1
0,2,9,2662.0,0,3,0,32.0,2,1
0,0,4,1402.0,3,3,3,37.0,2,1
2,3,9,12169.0,0,0,0,36.0,3,1
2,2,3,3060.0,1,3,0,28.0,2,0
1,2,1,11998.0,1,1,2,34.0,1,0
0,2,3,2697.0,1,2,0,32.0,2,1
0,0,3,2404.0,1,2,3,26.0,2,1
1,2,4,1262.0,0,4,2,49.0,1,1
0,2,4,4611.0,1,1,3,32.0,2,0
0,2,3,1901.0,2,2,0,29,3,1
0,0,8,3368.0,4,4,0,23.0,2,1
0,2,4,1574.0,1,2,0,50.0,2,1
3,3,3,1445.0,0,3,0,49.0,1,1
0,0,4,1520.0,0,4,0,63.0,2,1
2,0,9,3878.0,2,1,2,37.0,2,1
1,2,9,10722.0,1,1,3,35.0,1,1
1,2,8,4788.0,1,3,0,26.0,2,1
2,1,0,7582.0,2,0,0,31.0,3,1
2,2,3,1092.0,1,2,3,49.0,2,1
1,1,3,1024.0,1,1,1,48.0,2,0
0,2,7,1076.0,1,2,1,26.0,2,1
2,2,8,9398.0,1,1,1,28.0,3,0
1,0,8,6419.0,1,4,3,44.0,3,1
3,0,8,4796.0,1,4,0,56.0,2,1
0,0,7,7629.0,0,4,2,46.0,3,1
2,2,4,9960.0,1,1,3,26.0,2,0
0,2,8,4675.0,0,1,3,20.0,2,1
0,2,9,1287.0,0,4,0,45.0,1,1
0,2,4,2515.0,1,2,0,43.0,2,1
2,0,4,2745.0,4,3,0,32.0,2,1
0,2,9,672.0,1,0,3,54.0,0,1
2,4,3,3804.0,1,2,3,42.0,2,0
3,0,9,1344.0,0,3,0,37.0,1,0
1,0,9,1038.0,1,3,0,49.0,2,1
0,0,9,10127.0,3,2,0,44,2,0
0,2,4,1543.0,4,2,2,33.0,2,1
0,2,8,4811.0,0,3,3,24.0,1,1
1,2,3,727.0,2,1,1,33.0,1,0
2,2,4,1237.0,1,2,3,24.0,2,0
2,2,9,276.0,1,2,1,22.0,1,1
2,2,0,5381.0,0,0,0,40.0,0,1
0,2,4,5511.0,2,2,0,25.0,2,1
3,2,4,3749.0,1,1,3,26.0,2,1
2,2,9,685.0,1,3,1,25.0,1,0
3,2,9,1494.0,0,1,0,29.0,1,1
1,3,4,2746.0,1,4,0,31.0,2,0
1,2,4,708.0,1,2,0,38.0,1,1
2,2,4,4351.0,0,2,3,48.0,1,1
0,0,6,701.0,1,2,0,32.0,2,1
1,1,4,3643.0,1,4,3,27.0,1,1
2,0,9,4249.0,1,0,1,28.0,3,0
1,2,3,1938.0,1,1,2,32.0,2,0
1,2,8,2910.0,1,3,0,34.0,3,1
1,2,4,2659.0,4,2,0,28.0,2,1
0,0,9,1028.0,1,2,3,36.0,2,1
1,0,9,3398.0,1,3,0,39.0,1,1
0,0,4,5801.0,0,4,0,49.0,2,1
0,2,9,1525.0,4,3,3,34.0,2,1
3,2,3,4473.0,1,4,0,31.0,2,1
2,2,3,1068.0,1,4,0,28.0,2,1
1,0,8,6615.0,1,0,0,75.0,3,1
0,0,6,1864.0,2,2,3,30.0,2,0
2,2,9,7408.0,2,1,3,24,3,0
0,0,8,11590.0,2,2,3,24.0,1,0
1,4,4,4110.0,1,4,0,23.0,2,0
1,0,4,3384.0,1,2,2,44.0,3,0
2,2,3,2101.0,1,1,3,23.0,1,1
1,2,2,1275.0,0,2,3,24.0,2,0
1,2,4,4169.0,1,2,0,28.0,2,1
2,2,4,1521.0,1,2,2,31.0,1,1
2,0,6,5743.0,1,1,3,24.0,2,1
1,2,4,3599.0,1,3,3,26.0,1,1
2,2,3,3213.0,3,1,1,25.0,2,1
2,2,7,4439.0,1,4,0,33.0,3,1
3,2,9,3949.0,1,1,0,37.0,1,1
0,0,3,1459.0,1,2,3,43.0,1,1
2,0,3,882.0,1,1,0,23.0,2,1
2,2,3,3758.0,3,0,3,23.0,0,1
0,1,7,1743.0,2,2,0,34.0,1,1
2,0,6,1136.0,4,4,0,32.0,2,0
0,2,2,1236.0,1,1,3,23.0,2,1
2,2,4,959.0,1,2,3,29.0,2,0
0,0,8,3229.0,0,0,0,38.0,3,1
1,4,3,6199.0,1,2,0,28.0,2,0
0,2,6,727.0,3,4,0,46.0,2,1
2,2,9,1246.0,1,1,0,23.0,1,0
0,0,3,2331.0,0,4,0,49.0,2,1
0,1,3,4463.0,1,2,0,26.0,3,0
0,2,3,776.0,1,2,1,28.0,2,1
1,2,4,2406.0,1,3,3,23.0,2,0
2,2,6,1239.0,0,2,0,61.0,2,1
3,2,3,3399.0,0,4,0,37.0,3,1
3,1,9,2247.0,1,2,3,36.0,2,1
0,2,4,1766.0,1,2,1,21.0,2,1
1,2,4,2473.0,1,0,0,25.0,0,0
0,2,7,1542.0,1,3,0,36.0,2,1
0,0,8,3850.0,1,3,0,27.0,2,1
1,2,4,3650.0,1,1,3,22.0,2,1
1,2,4,3446.0,1,4,0,42.0,2,0
2,2,4,3001.0,1,3,3,40.0,2,1
0,2,9,3079.0,0,2,0,36.0,2,1
0,0,3,6070.0,1,4,0,33.0,2,1
0,0,4,2146.0,1,1,3,23.0,2,1
0,0,9,13756.0,0,4,0,63.0,3,1
2,3,0,14782.0,2,4,3,60.0,3,0
1,3,7,7685.0,1,3,3,37.0,2,0
0,1,3,2320.0,1,0,1,34.0,2,1
0,1,3,846.0,0,4,0,36.0,2,1
2,2,9,14318.0,1,4,0,57.0,3,0
0,0,9,362.0,2,2,3,52.0,1,1
1,2,4,2212.0,0,3,0,39.0,2,1
2,2,8,12976.0,1,0,3,38.0,3,0
0,2,9,1283.0,0,3,3,25.0,2,1
3,2,9,1330.0,1,1,0,26.0,2,1
0,1,7,4272.0,2,2,0,26.0,1,1
0,0,3,2238.0,1,2,3,25.0,2,1
0,2,3,1126.0,0,1,3,21.0,2,1
2,0,4,7374.0,1,0,0,40.0,3,1
2,0,7,2326.0,3,2,0,27.0,2,1
0,2,7,1449.0,1,3,3,27.0,2,1
0,2,9,1820.0,1,2,1,30.0,3,1
2,2,4,983.0,4,1,3,19.0,1,1
1,2,9,3249.0,1,3,0,39.0,3,1
1,0,3,1957.0,1,3,3,31.0,2,1
0,0,4,2406.0,1,0,0,31.0,3,1
2,1,6,11760.0,2,3,0,32.0,2,1
1,2,4,2578.0,1,0,3,55.0,3,1
1,0,4,2348.0,1,2,1,46.0,2,1
2,2,9,1223.0,1,4,2,46.0,2,0
0,0,3,1516.0,4,2,3,43.0,1,1
0,2,3,1473.0,1,1,1,39.0,2,1
2,0,7,1887.0,0,2,1,28.0,2,1
0,1,7,8648.0,1,1,0,27.0,2,0
0,1,9,802.0,1,2,0,27.0,1,1
2,1,9,2899.0,0,4,0,43.0,2,1
2,2,3,2039.0,1,1,1,22.0,2,0
0,0,8,2197.0,0,3,0,43.0,2,1
1,2,3,1053.0,1,1,1,27.0,2,1
0,2,3,3235.0,3,4,2,26.0,3,1
3,0,9,939.0,3,3,1,28.0,2,0
2,2,3,1967.0,1,4,3,20.0,2,1
0,0,8,7253.0,1,3,0,35.0,3,1
0,0,7,2292.0,1,0,0,42.0,3,0
0,2,9,1597.0,3,2,0,40.0,1,1
1,2,9,1381.0,0,2,3,35.0,2,0
0,0,8,5842.0,1,4,0,35.0,2,1
1,2,9,2579.0,1,1,0,33.0,1,0
1,1,6,8471.0,0,2,3,23.0,2,1
0,2,9,2782.0,3,3,3,31.0,3,1
2,2,9,1042.0,0,2,3,33.0,2,0
0,2,9,3186.0,4,3,3,20.0,2,1
2,2,8,2028.0,0,2,0,30.0,2,1
2,0,9,958.0,1,3,0,47.0,1,1
0,1,4,1591.0,2,3,0,34.0,3,1
2,2,4,2762.0,0,4,3,25.0,2,0
2,2,8,2779.0,1,2,1,21.0,2,1
0,0,3,2743.0,1,4,0,29.0,2,1
0,0,3,1149.0,4,2,0,46.0,2,1
0,2,4,1313.0,1,4,0,20.0,2,1
1,0,1,1190.0,1,0,3,55.0,0,0
0,2,7,3448.0,1,3,0,74.0,1,1
2,2,0,13280,1,2,0,29.0,3,0
1,0,4,1872.0,1,0,0,36.0,3,1
0,0,1,2058.0,1,2,2,33.0,2,1
1,2,4,2136.0,1,2,0,25.0,2,1
2,2,3,1484.0,0,2,1,25.0,2,0
0,2,1,660.0,3,3,1,23.0,1,1
0,0,9,1287.0,4,4,3,37.0,2,1
1,0,1,3394.0,1,0,0,65.0,0,1
3,3,7,609.0,1,1,3,26.0,0,0
0,2,9,1884.0,1,4,0,39.0,3,1
1,2,4,1620.0,1,2,3,30.0,2,1
2,1,0,2629.0,1,2,0,29.0,2,1
0,2,6,7190,1,4,0,41.0,1,0
2,0,4,5096.0,1,2,3,30.0,3,0
0,0,6,1244.0,0,4,3,41.0,1,1
1,2,9,1842.0,1,1,3,34.0,2,0
2,2,3,2576.0,1,2,0,35,2,1
3,2,4,1424.0,0,4,3,55.0,3,1
2,1,1,1512.0,4,2,1,61.0,2,0
0,0,8,11054.0,0,2,0,30.0,3,1
0,2,3,5180,1,2,3,29.0,2,1
0,4,4,2759.0,1,4,0,34.0,2,1
0,2,8,2670.0,1,4,0,35.0,3,1
1,2,9,4817.0,1,3,0,31.0,2,0
0,2,8,2679.0,1,1,3,29.0,3,1
1,0,9,3905.0,1,2,0,36.0,2,1
1,2,8,3386.0,1,4,0,35.0,2,0
1,2,2,343.0,1,1,3,27.0,2,1
0,2,3,4594.0,1,1,0,32.0,2,1
1,2,4,3620.0,1,2,0,37.0,2,1
1,2,9,1721.0,1,1,0,36.0,2,1
2,2,4,3017.0,1,1,3,34.0,3,1
2,2,5,754.0,0,4,0,38.0,2,1
0,2,7,1950.0,1,3,0,34.0,2,1
1,2,8,2924.0,1,2,0,63.0,2,1
1,1,3,1659.0,1,1,3,29.0,1,0
0,1,3,7238.0,0,4,0,32.0,2,1
0,1,7,2764.0,1,2,3,26.0,2,1
0,1,8,4679.0,1,3,0,35.0,1,1
2,2,3,3092.0,2,1,1,22.0,2,0
1,2,6,448.0,1,1,3,23.0,2,0
1,2,9,654.0,1,2,0,28.0,1,0
0,2,5,1238.0,0,0,0,36.0,3,1
2,0,3,1245.0,1,2,1,33.0,2,0
1,4,4,3114.0,1,1,3,26.0,2,0
0,2,8,2569.0,3,2,0,24.0,2,1
3,2,3,5152.0,1,3,0,25.0,2,1
2,2,7,1037.0,2,3,0,39.0,1,1
1,0,4,1478.0,1,4,0,44.0,2,1
2,0,3,3573.0,1,2,3,23.0,1,1
2,2,9,1201.0,1,1,0,26.0,2,1
1,2,4,3622.0,4,4,3,57.0,2,1
0,1,4,960.0,4,3,3,30.0,2,1
0,0,9,1163.0,3,2,0,44.0,2,1
2,1,9,1209.0,1,0,0,47.0,3,0
0,2,3,3077.0,1,2,0,52.0,2,1
0,2,9,3757.0,1,4,3,62.0,2,1
0,2,9,1418.0,2,2,0,35.0,1,1
0,2,9,3518.0,1,2,0,26.0,2,1
0,0,3,1934.0,1,4,0,26.0,2,1
2,4,7,8318.0,1,4,3,42.0,3,0
0,0,3,1237.0,2,2,3,27.0,2,1
2,2,3,368.0,0,4,0,38.0,2,1
1,0,9,2122.0,1,2,0,39.0,1,1
1,2,4,2996.0,0,2,1,20.0,2,0
2,2,4,9034.0,2,1,0,29.0,3,0
0,0,4,1585.0,1,3,0,40.0,2,1
2,2,3,1301.0,1,4,1,32.0,1,1
3,0,9,1323.0,2,4,2,28.0,2,1
1,2,9,3123.0,1,1,3,27.0,2,0
1,2,8,5493.0,1,4,0,42.0,2,1
3,2,3,1126.0,2,4,2,49.0,2,1
2,0,3,1216.0,2,1,0,38.0,2,0
1,2,9,1207.0,1,1,3,24.0,2,0
0,2,9,1309.0,0,2,0,27.0,1,0
3,0,8,2360.0,3,2,0,36.0,2,1
2,3,9,6850.0,2,0,0,34.0,3,0
0,2,3,1413.0,1,2,1,28.0,2,1
0,2,8,8588.0,2,4,0,45.0,3,1
1,2,9,759.0,1,3,0,26.0,2,0
0,2,8,4686.0,1,2,0,32.0,3,1
3,2,7,2687.0,1,3,0,26.0,2,1
2,1,3,5850,1,2,1,20.0,2,1
0,2,9,2255.0,0,1,0,54.0,2,1
1,0,9,609.0,1,3,3,37.0,2,1
1,0,9,1361.0,1,1,0,40.0,1,1
0,0,4,7127.0,1,1,3,23.0,2,0
1,2,9,1203.0,2,4,0,43.0,2,1
0,0,3,700.0,0,4,0,36.0,2,1
0,0,1,5507.0,1,4,0,44.0,2,1
1,2,3,3190.0,1,2,3,24.0,2,0
1,4,4,7119.0,1,2,0,53.0,2,0
0,2,8,3488.0,2,3,3,23.0,2,1
2,2,3,1113.0,1,2,3,26.0,1,1
2,2,8,7966.0,1,1,0,30.0,2,1
0,0,6,1532.0,2,2,3,31.0,2,1
0,0,3,1503.0,1,3,0,42.0,1,1
1,2,3,2302.0,1,2,2,31.0,2,0
1,2,9,662.0,1,1,0,41.0,1,1
2,2,6,2273.0,1,3,0,32.0,2,1
2,2,9,2631.0,2,2,3,28.0,2,0
0,1,8,1503.0,1,2,1,41.0,2,1
0,2,3,1311.0,2,3,1,26.0,2,1
0,2,3,3105.0,0,1,0,25.0,2,1
3,0,6,2319.0,1,1,2,33.0,2,0
1,2,9,1374.0,0,0,3,75.0,3,1
2,0,4,3612.0,1,4,3,37.0,2,1
1,2,9,7763.0,1,4,0,42.0,3,0
3,2,4,3049.0,1,1,3,45.0,1,1
2,2,3,1534.0,1,1,1,23.0,2,0
0,1,9,2032.0,1,4,0,60.0,2,1
1,2,4,6350.0,0,4,0,31.0,2,0
3,2,4,2864.0,1,2,0,34.0,1,0
0,0,9,1255.0,1,4,0,61.0,1,1
1,1,9,1333.0,1,0,0,43.0,2,0
0,0,9,2022.0,1,2,3,37.0,2,1
0,2,3,1552.0,1,3,0,32.0,2,1
1,3,3,626.0,1,2,3,24.0,1,0
0,0,8,8858.0,0,3,0,35.0,2,1
0,0,1,996.0,0,3,3,23.0,2,1
0,3,3,1750.0,3,4,0,45.0,1,1
1,2,3,6999.0,1,3,1,34.0,2,0
2,0,9,1995.0,2,1,0,27.0,2,1
2,2,6,1199.0,1,3,3,67.0,3,1
2,2,3,1331.0,1,1,0,22.0,2,0
2,4,9,2278.0,2,1,3,28.0,2,0
0,4,9,5003.0,0,2,3,29.0,2,0
1,3,4,3552.0,1,3,0,27.0,2,0
2,0,4,1928,1,1,0,31.0,1,0
